N,P,K,temperature,humidity,ph,rainfall,soil_texture,crop_label
114.0,8.0,50.0,24.75,88.31,6.58,57.96,2.0,5.0
11.0,71.0,24.0,21.14,22.72,5.61,141.61,0.0,0.0
49.0,55.0,78.0,18.66,16.18,7.86,81.71,1.0,7.0
90.0,23.0,54.0,28.56,90.46,6.16,27.27,3.0,8.0
85.0,9.0,53.0,28.21,92.87,6.45,28.79,3.0,8.0
100.0,18.0,52.0,26.2,80.38,6.88,56.48,2.0,5.0
36.0,38.0,15.0,28.36,87.6,6.32,58.0,1.0,9.0
14.0,48.0,21.0,29.25,84.8,6.99,53.43,1.0,9.0
24.0,56.0,85.0,18.2,17.41,6.55,80.64,1.0,7.0
19.0,7.0,10.0,14.78,91.22,6.12,100.2,1.0,4.0
97.0,22.0,50.0,26.26,86.15,6.77,58.98,2.0,5.0
3.0,9.0,45.0,23.89,89.62,6.54,104.62,3.0,2.0
93.0,53.0,38.0,26.93,81.91,7.07,290.68,0.0,6.0
9.0,10.0,10.0,22.36,93.52,6.01,101.52,1.0,4.0
11.0,46.0,24.0,27.65,89.81,6.46,56.53,1.0,9.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
29.0,68.0,23.0,24.16,19.28,5.83,116.73,0.0,0.0
2.0,24.0,38.0,24.56,91.64,5.92,111.97,3.0,2.0
52.0,73.0,79.0,17.26,18.75,7.84,94.0,1.0,7.0
14.0,8.0,43.0,21.93,94.46,7.05,111.72,3.0,2.0
20.0,27.0,41.0,20.51,92.52,5.7,110.58,3.0,2.0
69.0,37.0,42.0,23.06,83.37,7.07,251.05,0.0,6.0
53.0,73.0,77.0,19.71,18.1,7.33,73.64,1.0,7.0
23.0,72.0,84.0,19.02,17.13,6.92,79.93,1.0,7.0
15.0,6.0,41.0,19.01,88.84,6.9,108.68,3.0,2.0
26.0,15.0,6.0,17.22,94.79,6.91,108.01,1.0,4.0
9.0,57.0,24.0,29.89,89.72,7.17,42.99,1.0,9.0
14.0,8.0,43.0,21.93,94.46,7.05,111.72,3.0,2.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
60.0,43.0,44.0,21.02,82.95,7.42,298.4,0.0,6.0
17.0,16.0,14.0,16.4,92.18,6.63,102.94,1.0,4.0
67.0,43.0,39.0,26.04,84.97,6.0,186.75,0.0,6.0
4.0,13.0,6.0,15.63,94.26,7.56,101.47,1.0,4.0
1.0,48.0,24.0,29.35,85.6,6.23,59.04,1.0,9.0
22.0,60.0,85.0,18.84,14.74,6.81,94.78,1.0,7.0
95.0,26.0,45.0,29.92,94.56,6.12,28.16,3.0,8.0
21.0,63.0,22.0,25.1,67.73,6.86,74.62,3.0,1.0
63.0,42.0,21.0,23.26,72.33,5.8,67.1,3.0,3.0
52.0,60.0,79.0,19.45,18.23,8.38,75.63,1.0,7.0
14.0,8.0,43.0,21.93,94.46,7.05,111.72,3.0,2.0
6.0,18.0,37.0,19.66,89.94,5.94,108.05,3.0,2.0
57.0,58.0,77.0,18.73,17.58,7.98,81.2,1.0,7.0
27.0,76.0,83.0,19.13,14.92,6.29,89.62,1.0,7.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
9.0,16.0,39.0,18.41,91.12,6.1,105.18,3.0,2.0
25.0,17.0,40.0,18.91,87.75,6.61,111.28,3.0,2.0
10.0,5.0,42.0,20.24,91.09,6.89,109.25,3.0,2.0
22.0,78.0,76.0,17.85,19.09,8.62,76.32,1.0,7.0
74.0,35.0,40.0,26.49,80.16,6.98,242.86,0.0,6.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
95.0,12.0,46.0,26.22,81.01,6.32,54.65,2.0,5.0
90.0,16.0,45.0,24.92,80.62,6.29,50.56,2.0,5.0
91.0,24.0,55.0,26.27,83.09,6.26,46.77,2.0,5.0
115.0,12.0,52.0,27.51,94.96,6.69,21.02,3.0,8.0
37.0,18.0,12.0,10.27,90.19,7.4,106.7,1.0,4.0
112.0,25.0,51.0,25.05,85.57,6.93,56.72,2.0,5.0
24.0,44.0,17.0,29.86,80.03,6.67,50.66,1.0,9.0
22.0,72.0,85.0,18.87,15.66,6.39,88.51,1.0,7.0
8.0,45.0,18.0,27.93,85.42,7.01,43.25,1.0,9.0
81.0,25.0,49.0,29.87,93.25,6.08,26.26,3.0,8.0
19.0,17.0,39.0,24.72,85.56,6.73,111.28,3.0,2.0
47.0,80.0,77.0,17.18,16.43,7.56,72.85,1.0,7.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
25.0,76.0,17.0,31.74,68.64,7.24,62.31,3.0,1.0
24.0,30.0,11.0,32.4,94.52,6.6,113.25,1.0,4.0
60.0,44.0,23.0,24.79,70.05,5.72,76.73,3.0,3.0
33.0,15.0,7.0,15.83,91.68,7.65,109.76,1.0,4.0
12.0,78.0,23.0,16.07,18.72,6.0,88.07,0.0,0.0
35.0,69.0,23.0,16.79,24.97,5.58,75.45,0.0,0.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
13.0,69.0,19.0,17.31,20.02,5.86,115.2,0.0,0.0
55.0,67.0,16.0,34.37,69.69,6.6,70.27,3.0,1.0
91.0,7.0,52.0,25.08,83.46,6.41,56.4,2.0,5.0
60.0,55.0,45.0,21.41,83.33,5.94,287.58,0.0,6.0
37.0,23.0,12.0,31.53,90.51,6.4,113.12,1.0,4.0
37.0,50.0,23.0,29.65,88.49,6.53,56.02,1.0,9.0
83.0,22.0,54.0,25.9,81.97,6.28,54.5,2.0,5.0
104.0,25.0,55.0,29.81,90.37,6.12,22.69,3.0,8.0
4.0,41.0,20.0,28.15,83.8,6.65,37.45,1.0,9.0
27.0,76.0,83.0,19.13,14.92,6.29,89.62,1.0,7.0
74.0,56.0,22.0,18.28,66.66,6.83,80.98,3.0,3.0
19.0,39.0,17.0,29.28,81.8,6.89,44.47,1.0,9.0
98.0,7.0,45.0,27.79,92.51,6.16,26.85,3.0,8.0
23.0,5.0,44.0,21.21,94.26,7.16,107.57,3.0,2.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
0.0,65.0,15.0,23.46,23.22,5.65,95.84,0.0,0.0
61.0,60.0,15.0,24.88,68.74,6.27,91.26,3.0,3.0
110.0,25.0,54.0,28.91,90.78,6.43,23.44,3.0,8.0
63.0,43.0,19.0,18.52,55.53,6.64,90.99,3.0,3.0
6.0,30.0,40.0,22.77,91.45,6.36,106.97,3.0,2.0
40.0,22.0,6.0,24.54,91.91,6.49,115.98,1.0,4.0
93.0,56.0,36.0,24.01,82.06,6.98,185.28,0.0,6.0
34.0,29.0,8.0,31.88,91.15,6.45,105.34,1.0,4.0
89.0,45.0,36.0,21.33,80.47,6.44,185.5,0.0,6.0
27.0,72.0,23.0,19.93,21.8,5.96,64.03,0.0,0.0
2.0,24.0,38.0,24.56,91.64,5.92,111.97,3.0,2.0
118.0,18.0,52.0,28.05,90.83,6.56,20.76,3.0,8.0
114.0,21.0,55.0,25.44,87.94,6.47,57.52,2.0,5.0
0.0,55.0,22.0,22.99,20.58,5.92,143.86,0.0,0.0
72.0,45.0,35.0,25.43,82.95,5.76,195.36,0.0,6.0
31.0,58.0,15.0,27.11,84.97,7.12,51.53,1.0,9.0
80.0,18.0,51.0,28.05,91.82,6.71,20.77,3.0,8.0
33.0,15.0,7.0,15.83,91.68,7.65,109.76,1.0,4.0
117.0,27.0,48.0,26.53,82.39,6.84,54.31,2.0,5.0
78.0,37.0,22.0,25.34,63.32,6.33,74.52,3.0,3.0
22.0,17.0,5.0,24.12,90.72,6.95,102.84,1.0,4.0
49.0,55.0,78.0,18.66,16.18,7.86,81.71,1.0,7.0
83.0,22.0,54.0,25.9,81.97,6.28,54.5,2.0,5.0
104.0,25.0,51.0,28.96,93.88,6.47,23.56,3.0,8.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
15.0,9.0,11.0,11.55,94.15,7.91,108.83,1.0,4.0
81.0,41.0,38.0,22.68,83.73,7.52,200.91,0.0,6.0
31.0,37.0,21.0,27.24,86.4,6.71,37.31,1.0,9.0
31.0,25.0,12.0,18.05,90.04,7.02,111.78,1.0,4.0
22.0,72.0,85.0,18.87,15.66,6.39,88.51,1.0,7.0
107.0,10.0,49.0,25.83,89.0,6.76,45.25,2.0,5.0
107.0,22.0,54.0,28.0,90.85,6.63,21.62,3.0,8.0
95.0,30.0,52.0,29.48,90.34,6.64,26.04,3.0,8.0
23.0,70.0,15.0,34.6,63.11,7.4,60.42,3.0,1.0
78.0,35.0,44.0,26.54,84.67,7.07,183.62,0.0,6.0
91.0,50.0,40.0,20.82,84.13,6.46,230.22,0.0,6.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
81.0,45.0,35.0,26.53,80.12,6.16,218.92,0.0,6.0
85.0,9.0,53.0,28.21,92.87,6.45,28.79,3.0,8.0
86.0,37.0,16.0,20.52,59.21,5.56,67.61,3.0,3.0
114.0,8.0,50.0,24.75,88.31,6.58,57.96,2.0,5.0
66.0,53.0,41.0,25.08,80.52,7.78,257.0,0.0,6.0
22.0,55.0,20.0,33.95,69.96,7.42,61.16,3.0,1.0
100.0,6.0,53.0,29.05,93.92,6.11,23.67,3.0,8.0
36.0,38.0,15.0,28.36,87.6,6.32,58.0,1.0,9.0
5.0,15.0,38.0,18.26,88.17,5.71,108.08,3.0,2.0
35.0,57.0,83.0,19.48,17.45,7.48,80.5,1.0,7.0
103.0,16.0,49.0,24.07,81.64,6.92,51.75,2.0,5.0
105.0,14.0,50.0,26.21,87.69,6.42,59.66,2.0,5.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
19.0,39.0,17.0,29.28,81.8,6.89,44.47,1.0,9.0
55.0,78.0,21.0,33.39,62.94,6.6,63.57,3.0,1.0
120.0,23.0,55.0,27.84,91.61,6.73,26.48,3.0,8.0
11.0,46.0,24.0,27.65,89.81,6.46,56.53,1.0,9.0
27.0,73.0,79.0,19.16,15.84,7.35,82.7,1.0,7.0
61.0,52.0,41.0,24.98,83.89,6.88,204.8,0.0,6.0
32.0,57.0,18.0,15.54,23.76,5.7,107.39,0.0,0.0
4.0,20.0,41.0,24.27,93.8,6.54,104.54,3.0,2.0
117.0,30.0,50.0,24.9,87.21,6.74,46.59,2.0,5.0
27.0,69.0,22.0,17.92,24.91,5.93,69.15,0.0,0.0
53.0,73.0,77.0,19.71,18.1,7.33,73.64,1.0,7.0
29.0,36.0,25.0,28.29,88.44,7.13,48.57,1.0,9.0
57.0,58.0,77.0,18.73,17.58,7.98,81.2,1.0,7.0
102.0,11.0,45.0,29.03,93.13,6.36,24.16,3.0,8.0
99.0,50.0,15.0,18.15,71.09,5.57,88.08,3.0,3.0
88.0,5.0,47.0,25.86,86.67,6.66,41.17,2.0,5.0
13.0,30.0,37.0,20.86,91.62,6.28,106.87,3.0,2.0
99.0,38.0,21.0,22.88,71.6,6.35,67.73,3.0,3.0
106.0,20.0,51.0,29.73,90.97,6.34,20.49,3.0,8.0
19.0,65.0,25.0,18.1,18.29,5.63,144.79,0.0,0.0
22.0,71.0,17.0,18.15,19.39,5.51,107.69,0.0,0.0
70.0,36.0,42.0,21.84,80.73,6.95,202.38,0.0,6.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
94.0,53.0,40.0,20.28,82.89,5.72,241.97,0.0,6.0
8.0,54.0,20.0,28.33,80.77,7.03,38.8,1.0,9.0
113.0,6.0,52.0,27.76,90.36,6.74,25.22,3.0,8.0
95.0,55.0,42.0,26.8,82.15,5.95,193.35,0.0,6.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
15.0,6.0,41.0,19.01,88.84,6.9,108.68,3.0,2.0
95.0,12.0,51.0,25.76,84.17,6.68,44.22,2.0,5.0
97.0,22.0,50.0,26.26,86.15,6.77,58.98,2.0,5.0
32.0,18.0,13.0,13.84,91.75,6.04,107.99,1.0,4.0
99.0,50.0,15.0,18.15,71.09,5.57,88.08,3.0,3.0
41.0,78.0,21.0,25.2,60.37,6.58,70.89,3.0,1.0
120.0,25.0,50.0,28.05,94.82,6.33,21.85,3.0,8.0
101.0,25.0,52.0,29.1,94.22,6.75,22.52,3.0,8.0
20.0,68.0,23.0,25.55,63.95,7.71,63.18,3.0,1.0
26.0,11.0,11.0,13.7,90.96,7.61,106.29,1.0,4.0
25.0,76.0,24.0,15.33,24.92,5.57,135.33,0.0,0.0
95.0,13.0,46.0,29.84,93.76,6.13,23.28,3.0,8.0
6.0,7.0,7.0,27.68,94.47,7.2,114.0,1.0,4.0
0.0,25.0,14.0,19.34,91.98,6.36,116.45,1.0,4.0
1.0,17.0,6.0,10.79,91.38,6.82,117.53,1.0,4.0
40.0,51.0,17.0,28.66,86.12,6.86,50.02,1.0,9.0
2.0,38.0,18.0,27.54,89.93,6.62,45.49,1.0,9.0
20.0,72.0,19.0,32.48,64.35,7.4,65.82,3.0,1.0
70.0,36.0,42.0,21.84,80.73,6.95,202.38,0.0,6.0
52.0,56.0,85.0,20.12,14.44,6.82,88.68,1.0,7.0
13.0,8.0,12.0,25.16,92.55,7.11,114.31,1.0,4.0
32.0,25.0,35.0,18.1,85.71,5.89,107.01,3.0,2.0
88.0,29.0,51.0,24.72,88.95,6.1,48.46,2.0,5.0
20.0,8.0,12.0,25.3,94.96,7.26,117.97,1.0,4.0
20.0,68.0,23.0,25.55,63.95,7.71,63.18,3.0,1.0
31.0,75.0,18.0,15.47,21.44,5.82,88.89,0.0,0.0
84.0,44.0,21.0,21.87,61.91,5.85,107.27,3.0,3.0
39.0,30.0,38.0,20.13,87.6,6.97,108.07,3.0,2.0
59.0,63.0,18.0,31.66,60.13,6.53,66.69,3.0,1.0
27.0,56.0,20.0,19.26,20.51,5.54,94.95,0.0,0.0
12.0,78.0,23.0,16.07,18.72,6.0,88.07,0.0,0.0
61.0,52.0,41.0,24.98,83.89,6.88,204.8,0.0,6.0
83.0,15.0,49.0,28.93,91.39,6.44,23.2,3.0,8.0
99.0,29.0,55.0,29.19,91.46,6.66,26.48,3.0,8.0
55.0,60.0,15.0,32.8,68.78,7.16,64.11,3.0,1.0
10.0,5.0,5.0,21.21,91.35,7.82,112.98,1.0,4.0
95.0,23.0,45.0,27.82,90.57,6.27,21.19,3.0,8.0
40.0,58.0,75.0,18.59,14.78,6.17,89.61,1.0,7.0
27.0,62.0,77.0,18.2,14.71,6.58,70.18,1.0,7.0
43.0,68.0,81.0,17.48,17.93,6.76,78.92,1.0,7.0
9.0,16.0,39.0,18.41,91.12,6.1,105.18,3.0,2.0
29.0,16.0,36.0,19.81,88.93,5.74,102.86,3.0,2.0
12.0,8.0,10.0,16.15,91.44,8.0,107.43,1.0,4.0
57.0,68.0,81.0,17.17,17.3,8.08,72.79,1.0,7.0
28.0,46.0,16.0,29.01,84.96,6.66,45.91,1.0,9.0
57.0,57.0,75.0,17.09,18.25,7.79,87.27,1.0,7.0
82.0,22.0,45.0,26.22,85.35,6.51,54.6,2.0,5.0
32.0,56.0,21.0,27.39,88.67,6.7,58.3,1.0,9.0
31.0,58.0,15.0,27.11,84.97,7.12,51.53,1.0,9.0
88.0,17.0,52.0,29.9,90.75,6.65,25.38,3.0,8.0
53.0,73.0,77.0,19.71,18.1,7.33,73.64,1.0,7.0
73.0,57.0,41.0,21.45,84.94,5.82,272.2,0.0,6.0
59.0,60.0,84.0,19.03,18.67,7.69,94.71,1.0,7.0
70.0,36.0,42.0,21.84,80.73,6.95,202.38,0.0,6.0
49.0,69.0,82.0,18.32,15.36,6.26,81.79,1.0,7.0
5.0,59.0,15.0,18.87,20.18,5.97,134.18,0.0,0.0
43.0,79.0,79.0,19.41,18.98,7.81,80.25,1.0,7.0
98.0,53.0,38.0,20.27,81.64,5.01,270.44,0.0,6.0
34.0,60.0,23.0,20.13,24.97,5.66,100.05,0.0,0.0
13.0,7.0,43.0,18.2,91.12,7.01,109.66,3.0,2.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
25.0,27.0,41.0,19.2,94.28,6.92,108.04,3.0,2.0
97.0,36.0,45.0,22.23,81.86,6.94,278.08,0.0,6.0
109.0,26.0,45.0,28.28,90.39,6.22,21.59,3.0,8.0
9.0,48.0,22.0,27.77,87.1,6.4,49.51,1.0,9.0
91.0,13.0,47.0,29.11,92.44,6.14,27.96,3.0,8.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
8.0,28.0,37.0,23.88,86.21,6.08,108.31,3.0,2.0
93.0,22.0,48.0,29.13,91.52,6.78,21.9,3.0,8.0
56.0,76.0,16.0,28.27,61.19,7.51,63.3,3.0,1.0
49.0,69.0,82.0,18.32,15.36,6.26,81.79,1.0,7.0
25.0,78.0,76.0,17.48,15.76,7.23,66.97,1.0,7.0
87.0,54.0,20.0,25.62,63.47,6.58,108.83,3.0,3.0
98.0,7.0,45.0,27.79,92.51,6.16,26.85,3.0,8.0
61.0,44.0,17.0,26.1,71.57,6.93,102.27,3.0,3.0
25.0,63.0,20.0,15.79,21.15,5.5,95.17,0.0,0.0
101.0,25.0,52.0,29.1,94.22,6.75,22.52,3.0,8.0
69.0,37.0,42.0,23.06,83.37,7.07,251.05,0.0,6.0
95.0,12.0,46.0,26.22,81.01,6.32,54.65,2.0,5.0
62.0,48.0,20.0,21.7,60.47,6.71,95.71,3.0,3.0
100.0,17.0,48.0,29.73,94.3,6.37,26.52,3.0,8.0
114.0,8.0,52.0,29.34,94.55,6.42,28.23,3.0,8.0
9.0,11.0,8.0,24.86,94.39,6.56,111.78,1.0,4.0
22.0,78.0,76.0,17.85,19.09,8.62,76.32,1.0,7.0
90.0,44.0,38.0,23.84,83.88,7.47,241.2,0.0,6.0
78.0,58.0,15.0,25.01,67.82,6.53,62.91,3.0,3.0
37.0,72.0,18.0,18.88,24.54,5.72,105.41,0.0,0.0
89.0,54.0,38.0,24.52,83.54,6.69,230.45,0.0,6.0
83.0,57.0,19.0,25.73,70.75,6.88,98.74,3.0,3.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
37.0,6.0,13.0,26.03,91.51,7.51,101.28,1.0,4.0
9.0,8.0,40.0,22.49,89.92,6.55,111.66,3.0,2.0
11.0,61.0,21.0,18.62,23.02,5.53,135.34,0.0,0.0
19.0,78.0,16.0,20.65,23.11,5.97,67.72,0.0,0.0
36.0,55.0,20.0,27.01,84.34,6.64,55.3,1.0,9.0
58.0,70.0,84.0,20.65,16.61,6.23,74.66,1.0,7.0
98.0,26.0,49.0,27.29,90.53,6.13,23.5,3.0,8.0
49.0,71.0,76.0,19.71,17.64,6.61,85.58,1.0,7.0
78.0,40.0,38.0,26.46,83.86,7.55,248.23,0.0,6.0
55.0,78.0,21.0,33.39,62.94,6.6,63.57,3.0,1.0
72.0,60.0,25.0,18.53,69.03,5.77,88.1,3.0,3.0
42.0,67.0,77.0,18.99,15.94,6.11,78.71,1.0,7.0
23.0,5.0,44.0,21.21,94.26,7.16,107.57,3.0,2.0
24.0,18.0,6.0,26.57,94.45,6.29,116.38,1.0,4.0
19.0,39.0,17.0,29.28,81.8,6.89,44.47,1.0,9.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
5.0,45.0,21.0,28.36,88.01,6.49,43.05,1.0,9.0
86.0,37.0,16.0,20.52,59.21,5.56,67.61,3.0,3.0
89.0,45.0,36.0,21.33,80.47,6.44,185.5,0.0,6.0
42.0,79.0,23.0,27.72,63.29,6.78,68.57,3.0,1.0
28.0,72.0,84.0,18.73,19.18,6.48,71.58,1.0,7.0
36.0,24.0,41.0,24.94,94.26,7.01,103.88,3.0,2.0
14.0,41.0,17.0,29.13,88.48,7.09,36.45,1.0,9.0
60.0,68.0,83.0,19.12,18.43,6.62,85.53,1.0,7.0
36.0,24.0,41.0,24.94,94.26,7.01,103.88,3.0,2.0
60.0,36.0,43.0,23.43,83.06,5.29,219.9,0.0,6.0
77.0,58.0,19.0,22.81,56.51,5.79,101.6,3.0,3.0
29.0,22.0,43.0,19.66,87.95,5.56,106.04,3.0,2.0
21.0,39.0,20.0,28.14,82.12,7.06,46.76,1.0,9.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
85.0,21.0,47.0,29.87,90.61,6.19,24.7,3.0,8.0
107.0,10.0,49.0,25.83,89.0,6.76,45.25,2.0,5.0
5.0,45.0,21.0,28.36,88.01,6.49,43.05,1.0,9.0
28.0,58.0,24.0,19.73,18.28,5.75,143.76,0.0,0.0
28.0,58.0,81.0,17.48,16.54,6.18,93.35,1.0,7.0
12.0,6.0,8.0,30.85,92.87,6.39,107.41,1.0,4.0
93.0,58.0,38.0,20.62,83.77,6.93,279.55,0.0,6.0
13.0,30.0,37.0,20.86,91.62,6.28,106.87,3.0,2.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
112.0,25.0,51.0,25.05,85.57,6.93,56.72,2.0,5.0
30.0,75.0,81.0,19.42,16.81,6.41,68.52,1.0,7.0
26.0,11.0,11.0,13.7,90.96,7.61,106.29,1.0,4.0
74.0,43.0,23.0,25.95,61.89,6.33,99.58,3.0,3.0
35.0,64.0,78.0,17.93,14.27,7.5,85.37,1.0,7.0
90.0,49.0,21.0,24.84,68.36,6.47,74.05,3.0,3.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
37.0,55.0,82.0,19.46,18.02,6.42,78.45,1.0,7.0
4.0,41.0,20.0,28.15,83.8,6.65,37.45,1.0,9.0
29.0,22.0,40.0,23.63,89.73,6.15,107.68,3.0,2.0
22.0,72.0,85.0,18.87,15.66,6.39,88.51,1.0,7.0
99.0,36.0,20.0,20.58,65.35,6.67,78.35,3.0,3.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
95.0,12.0,46.0,26.22,81.01,6.32,54.65,2.0,5.0
57.0,73.0,85.0,18.49,14.72,7.36,91.95,1.0,7.0
36.0,55.0,20.0,27.01,84.34,6.64,55.3,1.0,9.0
118.0,18.0,52.0,28.05,90.83,6.56,20.76,3.0,8.0
89.0,25.0,54.0,24.69,85.57,6.35,48.99,2.0,5.0
27.0,63.0,19.0,20.93,21.19,5.56,133.19,0.0,0.0
95.0,52.0,36.0,26.23,83.84,5.54,286.51,0.0,6.0
34.0,76.0,80.0,20.66,15.85,7.99,65.24,1.0,7.0
30.0,65.0,82.0,20.71,15.28,6.11,76.78,1.0,7.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
5.0,74.0,21.0,16.24,21.36,5.59,66.97,0.0,0.0
7.0,79.0,23.0,19.64,19.69,5.82,96.66,0.0,0.0
110.0,7.0,45.0,26.64,84.7,6.19,48.32,2.0,5.0
7.0,63.0,24.0,22.95,24.04,5.86,107.73,0.0,0.0
67.0,45.0,38.0,22.73,82.17,7.3,260.89,0.0,6.0
49.0,69.0,82.0,18.32,15.36,6.26,81.79,1.0,7.0
20.0,60.0,78.0,18.17,14.7,6.36,90.78,1.0,7.0
108.0,23.0,51.0,26.84,83.85,6.11,40.23,2.0,5.0
40.0,21.0,8.0,34.91,92.88,7.42,102.19,1.0,4.0
84.0,18.0,46.0,27.09,93.42,6.78,25.32,3.0,8.0
40.0,78.0,20.0,19.19,20.83,5.67,80.15,0.0,0.0
85.0,25.0,47.0,26.11,87.64,6.3,58.48,2.0,5.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
50.0,56.0,76.0,21.0,19.86,7.97,73.51,1.0,7.0
2.0,61.0,20.0,22.14,23.02,5.96,76.64,0.0,0.0
98.0,7.0,45.0,27.79,92.51,6.16,26.85,3.0,8.0
21.0,23.0,42.0,19.54,90.3,6.9,104.37,3.0,2.0
85.0,25.0,47.0,26.11,87.64,6.3,58.48,2.0,5.0
104.0,17.0,46.0,25.71,80.23,6.19,43.09,2.0,5.0
4.0,19.0,42.0,23.83,87.84,6.31,111.22,3.0,2.0
20.0,60.0,78.0,18.17,14.7,6.36,90.78,1.0,7.0
27.0,69.0,22.0,17.92,24.91,5.93,69.15,0.0,0.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
97.0,8.0,52.0,24.91,86.97,6.24,49.49,2.0,5.0
19.0,65.0,25.0,18.1,18.29,5.63,144.79,0.0,0.0
83.0,57.0,19.0,25.73,70.75,6.88,98.74,3.0,3.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
24.0,67.0,22.0,20.12,22.9,5.62,104.63,0.0,0.0
9.0,69.0,20.0,19.31,23.96,5.59,129.34,0.0,0.0
77.0,36.0,23.0,24.71,56.73,6.65,88.45,3.0,3.0
110.0,25.0,54.0,28.91,90.78,6.43,23.44,3.0,8.0
8.0,54.0,20.0,28.33,80.77,7.03,38.8,1.0,9.0
49.0,76.0,18.0,27.05,67.7,7.39,60.47,3.0,1.0
94.0,54.0,17.0,23.39,61.74,5.87,107.32,3.0,3.0
87.0,6.0,45.0,29.83,90.79,6.4,22.84,3.0,8.0
7.0,16.0,9.0,18.88,92.04,7.81,114.67,1.0,4.0
30.0,75.0,81.0,19.42,16.81,6.41,68.52,1.0,7.0
13.0,47.0,20.0,29.22,87.94,6.54,43.14,1.0,9.0
24.0,27.0,9.0,18.87,93.25,6.16,119.39,1.0,4.0
24.0,42.0,23.0,28.22,82.36,6.43,44.01,1.0,9.0
82.0,40.0,40.0,23.83,84.81,6.27,298.56,0.0,6.0
91.0,12.0,46.0,24.64,85.5,6.34,48.31,2.0,5.0
9.0,77.0,17.0,20.12,24.45,5.78,106.16,0.0,0.0
25.0,60.0,22.0,21.63,21.18,5.89,134.36,0.0,0.0
79.0,43.0,39.0,21.67,80.71,7.06,210.81,0.0,6.0
72.0,60.0,25.0,18.53,69.03,5.77,88.1,3.0,3.0
82.0,22.0,45.0,26.22,85.35,6.51,54.6,2.0,5.0
34.0,71.0,79.0,17.93,15.86,7.73,74.64,1.0,7.0
64.0,45.0,43.0,25.63,83.53,5.53,209.9,0.0,6.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
27.0,79.0,82.0,17.07,17.54,6.31,70.87,1.0,7.0
99.0,36.0,20.0,20.58,65.35,6.67,78.35,3.0,3.0
0.0,55.0,22.0,22.99,20.58,5.92,143.86,0.0,0.0
57.0,68.0,81.0,17.17,17.3,8.08,72.79,1.0,7.0
118.0,21.0,51.0,24.43,86.34,6.68,48.58,2.0,5.0
38.0,21.0,35.0,20.34,89.38,5.84,110.97,3.0,2.0
53.0,65.0,76.0,20.19,16.42,6.72,77.34,1.0,7.0
37.0,18.0,39.0,24.15,94.51,6.42,110.23,3.0,2.0
88.0,54.0,44.0,25.74,83.88,6.15,233.13,0.0,6.0
21.0,51.0,15.0,29.36,89.19,6.68,48.3,1.0,9.0
93.0,58.0,38.0,20.62,83.77,6.93,279.55,0.0,6.0
96.0,13.0,55.0,29.53,94.57,6.7,21.14,3.0,8.0
113.0,19.0,46.0,25.42,81.12,6.29,49.52,2.0,5.0
76.0,44.0,17.0,20.42,62.55,5.86,65.28,3.0,3.0
118.0,15.0,45.0,24.21,84.21,6.54,48.01,2.0,5.0
80.0,18.0,51.0,28.05,91.82,6.71,20.77,3.0,8.0
20.0,20.0,10.0,11.87,93.68,6.98,106.06,1.0,4.0
34.0,60.0,22.0,17.66,18.15,5.64,100.67,0.0,0.0
97.0,36.0,45.0,22.23,81.86,6.94,278.08,0.0,6.0
11.0,60.0,23.0,27.34,88.5,7.03,51.1,1.0,9.0
95.0,23.0,45.0,27.82,90.57,6.27,21.19,3.0,8.0
5.0,24.0,40.0,24.69,93.87,6.3,104.67,3.0,2.0
